question,tag,answer
"পিতা/মাতা মৃত হওয়ায় তাঁদের এনআইডি নাই, ভোটার হতে পারছি না, কি করবো?",parent_no_card_failed_to_be_voter,পিতা মাতার অনলাইন জন্ম সনদ বা পাসপোর্ট বা কেবল পিতা মাতা মৃত হলে অনলাইন মৃত্যু সনদের কপি দাখিল করুন।
"পিতার ঠিকানা আর আমার ঠিকানা ভিন্ন, আমার ঠিকানায় ভোটার করছে না, কিভাবে ভোটার হবো?",father_and_my_adress_different,আপনি যদি বাংলাদেশের প্রকৃত নাগরিক হন এবং আপনার যদি অনলাইন জন্ম সনদ থাকে তাহলে আপনি বর্তমান অথবা স্থায়ী যে কোন ঠিকানায় ভোটার হতে পারবেন।
এনআইডি কার্ড পেতে কতদিন সময় লাগে?,new_voter_card_getting_time,আপনার এই প্রশ্নের উত্তরটি জানতে ৯ বাটন চেপে কল সেন্টার প্রতিনিধির সঙ্গে সরাসরি কথা বলুন।
ছবি তোলার কতদিন পর এসএমএস পাবো?,sms_after_picture_how_many_days,আপনার এই প্রশ্নের উত্তর জানতে ৯ বাটন চেপে কল সেন্টার প্রতিনিধির সঙ্গে সরাসরি কথা বলুন।
"আমি নতুন ভোটার হওয়ার আবেদন করেছিলাম কিন্তু সেটি বাতিল (Rejected) করা হয়েছে, কেন?",new_voter_but_card_rejected,আপনি সংশ্লিষ্ট উপজেলা/থানা নির্বাচন অফিসে যোগাযোগ করে আপনার নতুন ভোটার বাতিল হওয়ার কারণ অনুসন্ধান করতে পারেন। অথবা আপনার এই প্রশ্নের উত্তরটি জানতে ৯ বাটন চেপে কল সেন্টার প্রতিনিধির সঙ্গে সরাসরি কথা বলুন।
"আমি একবারই ভোটার হয়েছি কিন্তু আমার নতুন ভোটার আবেদন বাতিল করা হয়েছে, কিভাবে সমাধান পেতে পারি?",new_voter_application_cancelled,আপনি সংশ্লিষ্ট উপজেলা/থানা নির্বাচন অফিসে যোগাযোগ করে আপনার নতুন ভোটার বাতিল হওয়ার কারণ অনুসন্ধান করতে পারেন।
"আমি একবারই ভোটার হয়েছি কিন্তু কোথাও যাচাই করতে পারছি না, জানতে পারলাম এনআইডি MATCH FOUND হয়েছে, কিভাবে সমাধান পেতে পারি?",nid_match_found_verification_failed_how_to_solve,এ বিষয়ে সংশ্লিষ্ট উপজেলা/থানা নির্বাচন অফিসে যোগাযোগ করুন ও প্রয়োজনীয় নির্দেশনা গ্রহণ করুন।
নতুন ভোটারের আবেদন ফরমে শনাক্তকারী কে?,new_voter_identifier_who,আবেদনকারীর পিতা-মাতা/ ভাই-বোন/স্বামী-স্ত্রী/চাচা-ফুপু/ মামা-খালা/ স্থায়ীভাবে বসবাসকারী প্রতিবেশী/ স্থানীয়ভাবে পরিচিত ব্যক্তিবর্গ।
"ছবি তুলতে যাওয়ার এসএমএস পেয়েছি, কিন্তু উপজেলাতে যাওয়া সম্ভব নয়, আমি কি অন্য কোথাও থেকে ছবি তুলতে পারবো?",photo_sms_but_not_in_upzila_other_when,দুঃখিত অন্য কোথাও থেকে ছবি তোলা আপাতত সম্ভব নয়। আপনাকে সংশ্লিষ্ট উপজেলা/ থানা নির্বাচন অফিসে যোগাযোগ করে পরবর্তীতে আপনার সুবিধামত সময়ে বায়োমেট্রিক প্রদানের জন্য যেতে হবে।
"অনলাইনে আবেদন করার পর দেখছি তথ্যে ভুল হয়েছে, সংশোধন করতে পারছি না, কি করবো?",wrong_information_in_online_application_what_to_do,সংশ্লিষ্ট নির্বাচন অফিস থেকে আপনার আবেদনটি বাতিল করে পুনরায় সঠিক তথ্য দিয়ে নিবন্ধন সম্পন্ন করুন।
একটি মোবাইল নম্বর দিয়ে কতবার রেজিষ্ট্রেশন করতে পারবো?,one_mobile_number_how_many_time_registration,একটি মোবাইল নম্বর ব্যবহার করে ৫ বার রেজিষ্ট্রেশন করতে পারবেন।
দ্রুত ভোটার হওয়ার জন্য কোন ব্যবস্থা আছে?,faster_voter_registration,"ভোটার নিবন্ধন একটি চলমান প্রক্রিয়া, ভোটারযোগ্য যে কোন ব্যক্তি ভোটার তালিকাভুক্ত হওয়ার জন্য আবেদন করতে পারবেন। সংশ্লিষ্ট রেজিষ্ট্রেশন অফিসার নির্ধারিত প্রক্রিয়ায় ভোটার তালিকাভুক্তির ব্যবস্থা করবেন।"
ভোটার এলাকায় নিজের বাড়ি না থাকলে কি ভোটার হওয়া যাবে?,no_own_house_in_voter_area,আপনি যদি বাংলাদেশের প্রকৃত নাগরিক হন এবং আপনার যদি অনলাইন জন্ম সনদ থাকে তাহলে আপনি বর্তমান অথবা স্থায়ী যে কোন ঠিকানায় ভোটার হতে পারবেন। তবে আপনি ভাড়াটিয়া হয়ে থাকলে অতিরিক্ত হিসাবে ভাড়াটিয়া চুক্তিপত্র/ সংশ্লিষ্ট এলাকায় নাগরিকত্ব সনদ/ বাড়িওয়ালার জাতীয় পরিচয়পত্র ও বিদ্যুত বিলের কপি দাখিল করতে হবে। ভূমিহীন হয়ে থাকলে “ভূমিহীন সনদ” সংগ্রহপূর্বক সংশ্লিষ্ট এলাকায় ভোটার হওয়ার জন্য আবেদন করতে পারবেন।
"নতুন ভোটার হয়েছি, ফরম নম্বর দিয়ে রেজিষ্ট্রেশন করেছি, কিন্তু কার্ড ডাউনলোড করতে পারছি না, কেন?",new_voter_can_not_download_card_with_form_number,অনলাইনে রেজিষ্ট্রেশন প্রক্রিয়াটি সম্পন্ন করার পর “কার্ড ডাউনলোড” অপশনটি না পেলে সংশ্লিষ্ট উপজেলা/থানা নির্বাচন অফিসে যোগাযোগ করুন।
"নতুন ভোটারের আবেদন করেছি, থানা/উপজেলা থেকে এসএমএস আসেনি, কি করণীয়?",new_voter_no_messages_from_upzila_or_thana,নিবন্ধন ফর্ম ও অন্যান্য সকল ডকুমেন্টস সহ সংশ্লিষ্ট উপজেলা/থানা নির্বাচন অফিসে যোগাযোগ করুন।
"উপজেলা নির্বাচন অফিস আমার নতুন ভোটারের আবেদন জমা নিচ্ছে না, কি করবো?",new_voter_application_not_submitted_to_upazila_or_thana_office,সকল কাগজপত্রসহ সংশ্লিষ্ট জেলা নির্বাচন কর্মকর্তার সাথে যোগাযোগ করুন।
"অনেক আগে ভোটার হয়েছি, কার্ড গ্রহণ করিনি, ফরম নম্বর আছে, কার্ড ডাউনলোডের জন্য রেজিষ্ট্রেশন করতে পারছি না, কি করবো?",new_voter_card_not_taken_has_form_no_can_not_register_online,আপনার এই প্রশ্নের উত্তরটি জানতে ৯ বাটন চেপে কল সেন্টার প্রতিনিধির সঙ্গে সরাসরি কথা বলুন।
"নতুন ভোটারের জন্য আবেদন করেছি, কিন্তু জন্ম নিবন্ধন অন্য ঠিকানায়, কি করণীয়?",reigister_as_new_voter_but_birth_registration_different_address,নতুন ভোটার আবেদনের জন্য অনলাইন জন্ম সনদে উল্লেখিত বর্তমান ও স্থায়ী যে কোন একটি ঠিকানা ব্যবহার করা যাবে।
"আমার জন্ম নিবন্ধন ও এসএসসি সনদে কিছু তথ্যগত পার্থক্য আছে, এখন নতুন ভোটারের আবেদন ফরমে কোন তথ্যটি সরবরাহ করবো?",birth_certificate_and_ssc_certificate_different_information,যাদের শিক্ষাগত যোগ্যতা এসএসসি বা তদুর্দ্ধ রয়েছে তাদের ক্ষেত্রে জন্ম সনদ ও শিক্ষা সনদের তথ্যাদি একই হওয়া আবশ্যক। আপনার জমাকৃত ডকুমেন্টস যাচাই সাপেক্ষে সংশ্লিষ্ট রেজিস্ট্রেশন অফিসার আবেদন অনুমোদন/বাতিলের সিদ্ধান্ত নিতে পারেন।
নতুন ভোটারের জন্য অনলাইনে আবেদন করেছি কিন্তু ফর্মটি প্রিন্ট করলে ফন্ট ভেঙ্গে যাচ্ছে। কি করণীয়?,font_problem_in_new_voter_registration_form,আগের আবেদন বাতিল করে পুনরায় আবেদন করুন।
আমার এনআইডি কার্ড তথ্য ভুল আছে কি করবো?,card_information_correction,চাহিত তথ্যের স্বপক্ষে দলিলাদি দাখিল পূর্বক অনলাইনে সংশোধনের আবেদনের জন্য ভিজিট করুন services.nidw.gov.bd/
এনআইডি কার্ডে নিজ নামের সংশোধনের জন্য কি ডকুমেন্টস লাগবে?,name_correction_in_nid_card,"নিজ নাম (বাংলা ও ইংরেজী) এর ক্ষেত্রে অনলাইন জন্ম সনদ (বাংলা ও ইংরেজী), শিক্ষাগত যোগ্যতা এসএসসি বা তার উর্দ্ধে হলে এসএসসি সনদ, অন্যান্য ক্ষেত্রে পি.ই.সি অথবা জেএসসি সনদ, ড্রাইভিং লাইসেন্স (যদি থাকে), পাসপোর্ট (যদি থাকে), সন্তানদের জন্ম সনদ।"
এনআইডি কার্ডে পিতা-মাতার নাম সংশোধনের জন্য কি ডকুমেন্টস লাগবে?,parents_name_correction_new,"পিতা-মাতা এর নাম সংশোধন এর ক্ষেত্রে আপনার শিক্ষাগত যোগ্যতা এসএসসি বা তার উর্দ্ধে হলে এসএসসি সনদ, অন্যান্য ক্ষেত্রে পি.ই.সি অথবা জেএসসি সনদ, পিতা-মাতার জাতীয় পরিচয়পত্র, শিক্ষা সনদ, অনলাইন জন্ম নিবন্ধন সনদ, ভাই-বোনের জাতীয় পরিচয়পত্র, পারিবারিক/ওয়ারিশ সনদ (প্রযোজ্য ক্ষেত্রে)।"
এনআইডি কার্ডে পিতার নাম সংশোধনের জন্য কি ডকুমেন্টস লাগবে?,parents_name_correction_new,"পিতা-মাতা এর নাম সংশোধন এর ক্ষেত্রে আপনার শিক্ষাগত যোগ্যতা এসএসসি বা তার উর্দ্ধে হলে এসএসসি সনদ, অন্যান্য ক্ষেত্রে পি.ই.সি অথবা জেএসসি সনদ, পিতা-মাতার জাতীয় পরিচয়পত্র, শিক্ষা সনদ, অনলাইন জন্ম নিবন্ধন সনদ, ভাই-বোনের জাতীয় পরিচয়পত্র, পারিবারিক/ওয়ারিশ সনদ (প্রযোজ্য ক্ষেত্রে)।"
এনআইডি কার্ডে মাতার নাম সংশোধনের জন্য কি ডকুমেন্টস লাগবে?,parents_name_correction_new,"পিতা-মাতা এর নাম সংশোধন এর ক্ষেত্রে আপনার শিক্ষাগত যোগ্যতা এসএসসি বা তার উর্দ্ধে হলে এসএসসি সনদ, অন্যান্য ক্ষেত্রে পি.ই.সি অথবা জেএসসি সনদ, পিতা-মাতার জাতীয় পরিচয়পত্র, শিক্ষা সনদ, অনলাইন জন্ম নিবন্ধন সনদ, ভাই-বোনের জাতীয় পরিচয়পত্র, পারিবারিক/ওয়ারিশ সনদ (প্রযোজ্য ক্ষেত্রে)।"
এনআইডি কার্ডে স্বামীর নাম সংশোধনের জন্য কি ডকুমেন্টস লাগবে?,spouse_name_correction_new,"স্বামী/স্ত্রী এর নাম সংশোধন এর জন্য নিকাহনামা (ইসলাম ধর্ম ব্যতীত অন্যান্য ধর্মাবলম্বীদের জন্য বিবাহের প্রত্যয়নপত্র/এফিডেভিট), স্বামী/স্ত্রীর এনআইডি, প্রযোজ্য ক্ষেত্রে তালাকনামা, সন্তানদের জাতীয় পরিচয়পত্র/ শিক্ষা সনদ/ অনলাইন জন্ম নিবন্ধন।"
এনআইডি কার্ডে স্ত্রীর নাম সংশোধনের জন্য কি ডকুমেন্টস লাগবে?,spouse_name_correction_new,"স্বামী/স্ত্রী এর নাম সংশোধন এর জন্য নিকাহনামা (ইসলাম ধর্ম ব্যতীত অন্যান্য ধর্মাবলম্বীদের জন্য বিবাহের প্রত্যয়নপত্র/এফিডেভিট), স্বামী/স্ত্রীর এনআইডি, প্রযোজ্য ক্ষেত্রে তালাকনামা, সন্তানদের জাতীয় পরিচয়পত্র/ শিক্ষা সনদ/ অনলাইন জন্ম নিবন্ধন।"
এনআইডি কার্ডে স্বামীর নাম সংযোজনের জন্য কি ডকুমেন্টস লাগবে?,spouse_name_correction_new,"স্বামী/স্ত্রী এর নাম সংশোধন এর জন্য নিকাহনামা (ইসলাম ধর্ম ব্যতীত অন্যান্য ধর্মাবলম্বীদের জন্য বিবাহের প্রত্যয়নপত্র/এফিডেভিট), স্বামী/স্ত্রীর এনআইডি, প্রযোজ্য ক্ষেত্রে তালাকনামা, সন্তানদের জাতীয় পরিচয়পত্র/ শিক্ষা সনদ/ অনলাইন জন্ম নিবন্ধন।"
এনআইডি কার্ডে স্ত্রীর নাম সংযোজনের জন্য কি ডকুমেন্টস লাগবে?,spouse_name_correction_new,"স্বামী/স্ত্রী এর নাম সংশোধন এর জন্য নিকাহনামা (ইসলাম ধর্ম ব্যতীত অন্যান্য ধর্মাবলম্বীদের জন্য বিবাহের প্রত্যয়নপত্র/এফিডেভিট), স্বামী/স্ত্রীর এনআইডি, প্রযোজ্য ক্ষেত্রে তালাকনামা, সন্তানদের জাতীয় পরিচয়পত্র/ শিক্ষা সনদ/ অনলাইন জন্ম নিবন্ধন।"
স্বামীর নাম পরিবর্তন করতে কি ডকুমেন্টস লাগবে?,spouse_name_correction_new,"স্বামী/স্ত্রী এর নাম সংশোধন এর জন্য নিকাহনামা (ইসলাম ধর্ম ব্যতীত অন্যান্য ধর্মাবলম্বীদের জন্য বিবাহের প্রত্যয়নপত্র/এফিডেভিট), স্বামী/স্ত্রীর এনআইডি, প্রযোজ্য ক্ষেত্রে তালাকনামা, সন্তানদের জাতীয় পরিচয়পত্র/ শিক্ষা সনদ/ অনলাইন জন্ম নিবন্ধন।"
এনআইডি কার্ডে জন্ম তারিখ সংশোধনের জন্য কি ডকুমেন্টস লাগবে?,age_and_dob_correction,"আপনার শিক্ষাগত যোগ্যতা এসএসসি বা তার উর্দ্ধে হলে এসএসসি সনদ, অন্যান্য ক্ষেত্রে পি.ই.সি অথবা জেএসসি সনদ, অনলাইন জন্ম সনদ দাখিলপূর্বক অনলাইনে আবেদন করুন। তবে উল্লেখ্য যে, বিশেষ ক্ষেত্রে কর্তৃপক্ষ অন্যান্য ডকুমেন্টস চাইতে পারেন।"
"জন্মস্থান ভুল হয়েছে, কি কি কাগজপত্র লাগবে?",birthplace_correction_new,জন্ম স্থান পরিবর্তন করতে হলে অনলাইন জন্ম সনদ ও নাগরিকত্ব সনদ দাখিল করতে হবে।
"বর্তমান ঠিকানা সংশোধন করতে চাই, কি করণীয়?",present_address_change_procedure,
"কার্ড সংশোধনের জন্য অনলাইনে আবেদন করেছি, এখন কি করবো?",online_card_correction_application_done_now_what,৩০ কার্যদিবসের মধ্য আবেদনটি নিষ্পত্তি না হয়ে থাকলে সংশ্লিষ্ট উপজেলা/থানা নির্বাচন অফিসে যোগাযোগ করুন।
"সংশোধনের আবেদন করেছি অনেকদিন আগে এখনো “আপনার একটি আবেদন পেন্ডিং আছে” মেসেজ দেখাচ্ছে, এখন কি করবো?",online_application_pending,দুঃখিত আপনি সংশ্লিষ্ট উপজেলা/থানা নির্বাচন অফিসে যোগাযোগ করুন।
এনআইডি কার্ড সংশোধন দ্রুত করার কোন ফিস আছে কি?,instant_card_correction_fee,"আন্তরিকভাবে দুঃখিত, এনআইডি সংশোধনের ক্ষেত্রে জরুরি কোন ফি নাই।"
"সংশোধনের জন্য আবেদন করেছি, এসএসসি সনদ চেয়েছে, কিন্তু আমি এসএসসি পাশ করি নি। কি করবো?",ssc_certificate_for_correction,আপনার এই প্রশ্নের উত্তরটি জানতে ৯ বাটন চেপে কল সেন্টার প্রতিনিধির সঙ্গে সরাসরি কথা বলুন।
"সংশোধনের আবেদন স্লিপ হারিয়ে ফেলেছি, আমি কি সংশোধন হওয়ার পর আইডি কার্ড পাবো?",correction_slip_lost_can_get_card,"হ্যাঁ, সংশোধন অনুমোদন হলে আপনি এনআইডি নম্বর দিয়ে অনলাইনে লগ-ইন করে কার্ডটি ডাউনলোড করতে পারবেন।"
"সংশোধনের আবেদন করেছি, আবেদনের কি অবস্থা?",correction_application_current_status,আপনার এই প্রশ্নের উত্তরটি জানতে ৯ বাটন চেপে কল সেন্টার প্রতিনিধির সঙ্গে সরাসরি কথা বলুন।
"সংশোধনের আবেদনের অবস্থা জানতে চেয়ে ১০৫ এ ফোন করেছি, উপজেলা নির্বাচন অফিসে যোগাযোগ করতে বলেছে, কিন্তু আমি উক্ত এলাকায় থাকিনা, কি করবো?",one_zero_five_upzila_office_contact,আপনার নিকট আত্মীয় মাধ্যমে উপজেলা নির্বাচন অফিসে যোগাযোগ করতে পারেন। তবে আপনার ব্যক্তিগত শুনানি ও দাখিলকৃত দলিলাদির মূলকপি যাচাই-বাছাইয়ের বিষয় হলে অবশ্যই আপনাকে স্ব-শরীরে হাজির হতে হবে।
"পুরাতন জন্ম সনদ আছে, যা অনলাইনে নাই, কিন্তু সংশোধন আবেদনের সাথে জন্ম নিবন্ধন জমা দিতে হবে, কি করবো?",old_birth_certificate,জন্ম সনদটি অনলাইন করে জমা দিতে হবে
সংশোধনের ফি কত?,card_correction_fees,"(১) কার্ডে প্রদর্শিত তথ্য ১ম বার সংশোধনের জন্য ২৩০ (ভ্যাটসহ) টাকা, ২য় বার সংশোধনের জন্য ৩৪৫ (ভ্যাটসহ), পরবর্তী প্রতিবারের সংশোধনের জন্য ৪৬০ (ভ্যাটসহ) টাকা (২) কার্ডে অপ্রদর্শিত তথ্য সংশোধনের জন্য ১ম বার ১১৫ (ভ্যাটসহ) টাকা, ২য় বার সংশোধনের জন্য ২৩০ (ভ্যাটসহ) টাকা, পরবর্তী প্রতিবারের সংশোধনের জন্য ৩৪৫ (ভ্যাটসহ) টাকা এনআইডি অনলাইন পোর্টালের মাধ্যমে আপনার নির্দিষ্ট আবেদনের ফী -এর পরিমাণ জানতে ভিজিট করুন services.nidw.gov.bd/nid-pub/fees"
এনআইডি কার্ড সংশোধন হয়ে গেছে কিন্তু আইডি কার্ড কিভাবে পাবো?,updated_nid_after_correction,"এনআইডি কার্ডের প্রদর্শিত তথ্য যেমন- নিজ নাম, পিতা-মাতার নাম, জন্ম তারিখ ইত্যাদি সংশোধনের আবেদন অনুমোদন করা হলে সংশোধিত কার্ড ডাউনলোড করতে পারবেন কিন্তু অন্যান্য তথ্য সংশোধন হলে ডাউনলোড সম্ভব নয়।"
"সংশোধনের মেসেজ পেয়েছি কিন্তু কার্ড ডাউনলোড করতে পারছি না, অপশন নাই।",no_download_option_after_correction,অনুগ্রহপূর্বক সংশ্লিষ্ট থানা/উপজেলা নির্বাচন অফিসে যোগাযোগ করুন।
"সংশোধন হওয়ার পর কার্ড ডাউনলোড করলে আগের তথ্য দেখায়, করণীয় কি?",previous_information_in_downloaded_card_after_correction,সংশ্লিষ্ট থানা/উপজেলা নির্বাচন অফিসে যোগাযোগ করে আপনার অনুমোদিত সংশোধনের বিষয়ে জেনে নিন। এরপরও যদি সংশোধিত তথ্য ডাউনলোকৃত কার্ডে না আসে তাহলে থানা/উপজেলা নির্বাচন অফিস থেকে কার্ডটি মুদ্রণ করে নিতে পারেন।
"সংশোধনের মেসেজ পেয়েছি কিন্তু সংশোধিত তথ্য কার্ডে আসে নাই, ১০৫ এ ফোন করে জানতে পারলাম কোন তথ্য সংশোধন না করেই অনুমোদন করে দিয়েছে, কি করবো?",correction_messages_but_no_update_in_card_no_approve,আপনার এই প্রশ্নের উত্তরটি জানতে ৯ বাটন চেপে কল সেন্টার প্রতিনিধির সঙ্গে সরাসরি কথা বলুন।
"ছবি/ স্বাক্ষর পরিবর্তনের জন্য আবেদন করেছিলাম, এখনো অনুমোদন হয়নি, কেন?",photo_signature_change_application_not_approved,সংশ্লিষ্ট জেলা নির্বাচন অফিসে যোগাযোগ করুন
"ফিঙ্গারপ্রিন্ট পরিবর্তন বা আপডেটের জন্য আবেদন করেছিলাম, এখনো অনুমোদন হয়নি, কেন?",eight_hours_time_up,আপনার এই প্রশ্নের উত্তরটি জানতে ৯ বাটন চেপে কল সেন্টার প্রতিনিধির সঙ্গে সরাসরি কথা বলুন।
"সংশোধনের আবেদন সাবমিট করার পর দেখতে পাচ্ছি আরও কিছু তথ্য সংশোধন করা প্রয়োজন, কি করবো?",correction_applied_more_correction_needed,আবেদন বাতিল চাইতে পারেন অথবা চাহিত তথ্যাদি সংশোধন সম্পন্ন হওয়ার পর পুনরায় আবেদন করতে পারেন।
"সংশোধনের আবেদন বাতিল করতে চাই, কিভাবে?",way_to_cancel_correction_application,"সংশোধন আবেদনটি বাতিল করার জন্য মহাপরিচালক, জাতীয় পরিচয় নিবন্ধন অনুবিভাগ বরাবর আবেদন লিখে উপজেলা নির্বাচন অফিসে জমা দিন।"
ভোটার এলাকা পরিবর্তনের আবেদন কি অনলাইনে করা যাবে?,voter_area_change_online,"দুঃখিত, এক্ষেত্রে আপনি যে এলাকায় স্থানান্তর হতে চান সেই উপজেলা/থানা নির্বাচন অফিসে স্বশরীরে আবেদন জমা দিতে হবে।"
মৃত ব্যক্তির আইডিকার্ড সংশোধন করতে কি করণীয়?,dead_people_id_card_update,"মৃত ব্যক্তির উপযুক্ত ওয়ারিশ কর্তৃক অনলাইন মৃত্যু সনদসহ প্রয়োজনীয় দলিলাদি দাখিলপূর্বক মহাপরিচালক, জাতীয় পরিচয় নিবন্ধন অনুবিভাগ বরাবর সংশ্লিষ্ট উপজেলা/থানা নির্বাচন অফিসের মাধ্যমে অথবা সরাসরি নির্বাচন ভবন, ঢাকাতে লিখিত আবেদন করতে পারবেন"
"নির্বাচন অফিসে গিয়ে সাহায্য পাচ্ছি না, আমি অভিযোগ দাখিল করতে চাই। এখন আমার করণীয় কি?",how_to_complain_not_getting_help_from_election_office,"আপনি যদি কোনো থানা/উপজেলা নির্বাচন অফিসের বিরুদ্ধে অভিযোগ দাখিল করতে চান সেক্ষেত্রে, সংশ্লিষ্ট “জেলা নির্বাচন আফিসার” বরাবর লিখিত অভিযোগ করতে পারেন। আপনি যদি কোনো জেলা নির্বাচন অফিসের বিরুদ্ধে অভিযোগ দাখিল করতে চান সেক্ষেত্রে, সংশ্লিষ্ট “আঞ্চলিক নির্বাচন আফিসার” বরাবর লিখিত অভিযোগ করতে পারেন। আপনি যদি কোনো আঞ্চলিক নির্বাচন অফিসের বিরুদ্ধে অভিযোগ দাখিল করতে চান সেক্ষেত্রে, “মহাপরিচালক, জাতীয় পরিচয় নিবন্ধন অনুবিভাগ” বরাবর লিখিত অভিযোগ করতে পারেন।"
"মোবাইল নম্বর বা ফোন নম্বর সংযোজন বা সংশোধন করতে, কি ডকুমেন্টস লাগে?",cell_phone_number_correct_or_add_document_new,বিটিসিএল এর প্রত্যয়ন বা বিলের কপি বা সিম রেজিষ্ট্রেশন ফরম এর কপি বা মোবাইল ফোন অপারেটর কর্তৃক প্রত্যয়ন।
"টিন নম্বর সংযোজন বা সংশোধন করতে, কি ডকুমেন্টস লাগে?",tin_number_correct_or_add_document,অনলাইন টিআইএন এর সত্যায়িত কপি দাখিলপূর্বক আবেদন করতে হবে।
"পাসপোর্ট নম্বর সংযোজন বা সংশোধন করতে, কি ডকুমেন্টস লাগে?",passport_number_correct_or_add_document_new,মেয়াদ সম্বলিত পাসপোর্ট এর সত্যায়িত কপি দাখিলপূর্বক আবেদন করতে হবে।
"জন্ম সনদ নম্বর সংযোজন বা সংশোধন করতে, কি ডকুমেন্টস লাগে?",birth_certificate_number_correct_or_add_document_new,অনলাইন জন্ম সনদ এর কপি দাখিলপূর্বক আবেদন করতে হবে।
পিতা বা মাতা বা স্বামী বা স্ত্রীর এনআইডি নম্বর পরিবর্তন করতে চাই।,parent_spouse_name_correct_or_add_document_new,পিতা বা মাতা বা স্বামী বা স্ত্রীর এনআইডি কার্ডের কপি দাখিলপূর্বক আবেদন করতে হবে।
"ঠিকানা পরিবর্তনের সময় আমার নির্ধারিত পোষ্ট অফিস ও পোষ্ট কোড পাচ্ছিনা, কি করবো?",address_cahgne_but_no_post_office_or_office_code,এক্ষেত্রে সংশ্লিষ্ট উপজেলা/থানা নির্বাচন অফিসে যোগাযোগ করুন।
"সংশোধনের জন্য অনেক দিন আগে আবেদন করেছি, ক্যাটাগরী পড়ছে না, কি করবো?",correction_applied_but_no_category,"দয়া করে অপেক্ষা করুন, ক্যাটাগরি প্রদানের কাজটি একটি চলমান প্রক্রিয়া, আবেদনের ভিত্তিতে পর্যায়ক্রমে ক্যাটাগরি প্রদান করা হচ্ছে। প্রয়োজনে সংশ্লিষ্ট আঞ্চলিক নির্বাচন অফিসে যোগাযোগ করুন।"
"ভুল করে জীবিত পিতা/মাতা/স্বামী/স্ত্রীর নামের পূর্বে মৃত এসেছে, করণীয় কি?",wrongly_dead_declared,পিতা/মাতা/স্বামী/স্ত্রী’র এনআইডি দাখিলপূর্বক অনলাইনে সংশোধনের আবেদন করুন।
সংশোধন আবেদনের জন্য টাকা জমা দেওয়ার পদ্ধতি কি কি?,correction_fee_payment,"অনুমোদিত মোবাইল ব্যাংকিং সেবা (বিকাশ, রকেট, ওকে ওয়ালেট, টি-ক্যাশ, উপায়, মিউচুয়াল ট্রাষ্ট ব্যাংক, ফাষ্ট সিকিউরিটি ইসলামী ব্যাংক, সাউথইষ্ট ব্যাংক, ব্যাংক অফ কমার্স) থেকে নির্ধারিত অপশন এর মাধ্যমে জমা দেওয়া যায়।"
"সংশোধনের জন্য টাকা জমা দিয়েছি, আবেদন সাবমিট করিনি, কিন্তু এনআইডি Wallet এ টাকা জমার পরিমাণ শুণ্য (০) দেখাচ্ছে, কি করবো?",correction_fee_submitted_but_balance_zero,আপনার এই প্রশ্নের উত্তরটি জানতে ৯ বাটন চেপে কল সেন্টার প্রতিনিধির সঙ্গে সরাসরি কথা বলুন।
"স্বামী/স্ত্রী সাথে তালাক হয়েছে, স্বামীর নাম বাদ দিতে চাই, করণীয় কি?",husband_talak_name_remove,তালাকনামা (ইসলাম ধর্ম ব্যতীত অন্যান্য ধর্মাবলম্বীদের জন্য বিবাহ বিচ্ছেদের এফিডেভিট) সংযুক্ত করে অনলাইনে সংশোধন আবেদন করতে হবে।
"আগের আইডি কার্ডে স্বামীর নাম ছিলো, কিন্তু বর্তমান কার্ডে নাই, কেন?",husband_name_previous_card,বর্তমানে জাতীয় পরিচয়পত্রে স্বামীর নাম দৃশ্যমান থাকে না। স্বামীর নাম জাতীয় পরিচয়পত্র ডাটাবেজে সংরক্ষিত থাকে।
"সংশোধেন আবেদন করেছিলাম, বাতিল হয়ে গেছে, পুনরায় আবেদন করতে কি নতুন করে ফিস জমা দিতে হবে?",correction_application_rejected_need_new_fee,"হ্যাঁ, প্রতিবার আবেদন করার জন্য নির্ধারিত হারে ফিস জমা দিতে হবে।"
একই তথ্য কতবার সংশোধন/ পরিবর্তন করা যায়?,card_correction_one_information_maximum_limit,জাতীয় তথ্য ভান্ডারে রক্ষিত তথ্য প্রয়োজনীয় দলিলাদির ভিত্তিতে সাধারণত একবার সংশোধন করা হয়। তবে উপযুক্ত দলিলাদি উপস্থাপন সাপেক্ষে পুনরায় আবেদন করলে কর্তৃপক্ষ যাচাই-বাছাই করে সিদ্ধান্ত গ্রহণ করতে পারে।
সকল ডকুমেন্টস সঠিক দিয়েছি তারপরও আবেদন বাতিল করা হয়েছে। কেনো?,all_documents_correct_but_application_rejected_why,অনুগ্রহপূর্বক আবেদন বাতিলের কারণ জানতে সংশ্লিষ্ট নির্বাচন কর্মকর্তার সাথে যোগাযোগ করুন। বাতিলের যৌক্তিক কারণ না থাকলে সংশ্লিষ্ট নির্বাচন কর্মকর্তার পরামর্শ অনুযায়ী পুনরায় আবেদন করা যেতে পারে।
