
╔════════════════════════════════════════════════════════════════════════════════════════════════╗
║                                    📊 TAG PREDICTION ANALYSIS                                   ║
╠════════════════════════════════════════════════════════════════════════════════════════════════╣
║  Generated: 2026-01-27 15:27:04                                                                ║
║  Sorted by: Accuracy (lowest to highest)                                                       ║
║  Total predictions: 8720 | Right: 7988 | Wrong: 732 | Overall Accuracy: 91.61%                 ║
╠════════════════════════════════════════════════════════════════════════════════════════════════╣
║  #   │                   Tag Name                    │  Right   │  Wrong   │  Total   │ Accuracy  ║
║  310 │ nid_probashi_biometric_status_03              │       20 │        0 │       20 │  100.00% ✓ ║
║  311 │ nid_probashi_biometric_status_04              │       20 │        0 │       20 │  100.00% ✓ ║
║  312 │ nid_probashi_biometric_status_05              │       20 │        0 │       20 │  100.00% ✓ ║
║  313 │ nid_probashi_registration_01                  │       20 │        0 │       20 │  100.00% ✓ ║
║  314 │ nid_probashi_registration_06                  │       20 │        0 │       20 │  100.00% ✓ ║
║  315 │ nid_probashi_registration_07                  │       20 │        0 │       20 │  100.00% ✓ ║
║  316 │ nid_probashi_smart_card_01                    │       20 │        0 │       20 │  100.00% ✓ ║
║  317 │ nid_probashi_smart_card_02                    │       20 │        0 │       20 │  100.00% ✓ ║
║  318 │ nid_probashi_smart_card_04                    │       20 │        0 │       20 │  100.00% ✓ ║
║  319 │ nid_probashi_smart_card_05                    │       20 │        0 │       20 │  100.00% ✓ ║
║  320 │ nid_probashi_smart_card_07                    │       20 │        0 │       20 │  100.00% ✓ ║
║  321 │ nid_probashi_smart_card_08                    │       20 │        0 │       20 │  100.00% ✓ ║
║  322 │ nid_probashi_smart_card_09                    │       20 │        0 │       20 │  100.00% ✓ ║
║  323 │ nid_probashi_smart_card_10                    │       20 │        0 │       20 │  100.00% ✓ ║
║  324 │ nid_probashi_voter_list_01                    │       20 │        0 │       20 │  100.00% ✓ ║
║  325 │ nid_reissue_04                                │       20 │        0 │       20 │  100.00% ✓ ║
║  326 │ nid_reissue_05                                │       20 │        0 │       20 │  100.00% ✓ ║
║  327 │ nid_reissue_06                                │       20 │        0 │       20 │  100.00% ✓ ║
║  328 │ nid_reissue_08                                │       20 │        0 │       20 │  100.00% ✓ ║
║  329 │ nid_reissue_09                                │       20 │        0 │       20 │  100.00% ✓ ║
║  330 │ nid_reissue_approvers_01                      │       20 │        0 │       20 │  100.00% ✓ ║
║  331 │ nid_religion_change_documents_01              │       20 │        0 │       20 │  100.00% ✓ ║
║  332 │ nid_required_for_postal_vote                  │       20 │        0 │       20 │  100.00% ✓ ║
║  333 │ nid_reregistration_fee_01                     │       20 │        0 │       20 │  100.00% ✓ ║
║  334 │ nid_reregistration_timing_01                  │       20 │        0 │       20 │  100.00% ✓ ║
║  335 │ nid_smart_card_print_status_01                │       20 │        0 │       20 │  100.00% ✓ ║
║  336 │ nid_verification_definition                   │       20 │        0 │       20 │  100.00% ✓ ║
║  337 │ nid_vote_center_change_01                     │       20 │        0 │       20 │  100.00% ✓ ║
║  338 │ nid_vote_without_card_01                      │       20 │        0 │       20 │  100.00% ✓ ║
║  339 │ nid_voter_area_transfer_02                    │       20 │        0 │       20 │  100.00% ✓ ║
║  340 │ nid_voter_area_transfer_03                    │       20 │        0 │       20 │  100.00% ✓ ║
║  341 │ nid_voter_area_transfer_04                    │       20 │        0 │       20 │  100.00% ✓ ║
║  342 │ nid_voter_area_transfer_05                    │       20 │        0 │       20 │  100.00% ✓ ║
║  343 │ nid_voter_area_transfer_06                    │       20 │        0 │       20 │  100.00% ✓ ║
║  344 │ nid_voter_area_transfer_07                    │       20 │        0 │       20 │  100.00% ✓ ║
║  345 │ nid_wallet_download_alternative               │       20 │        0 │       20 │  100.00% ✓ ║
║  346 │ no_otp_in_registration                        │       20 │        0 │       20 │  100.00% ✓ ║
║  347 │ no_own_house_in_voter_area                    │       20 │        0 │       20 │  100.00% ✓ ║
║  348 │ no_upzila_in_online_registration              │       20 │        0 │       20 │  100.00% ✓ ║
║  349 │ no_upzila_in_permananet_address               │       20 │        0 │       20 │  100.00% ✓ ║
║  350 │ old_birth_certificate                         │       20 │        0 │       20 │  100.00% ✓ ║
║  351 │ one_device_one_voter                          │       20 │        0 │       20 │  100.00% ✓ ║
║  352 │ one_mobile_number_how_many_time_registration  │       20 │        0 │       20 │  100.00% ✓ ║
║  353 │ one_zero_five_upzila_office_contact           │       20 │        0 │       20 │  100.00% ✓ ║
║  354 │ online_card_correction_application_done_now.. │       20 │        0 │       20 │  100.00% ✓ ║
║  355 │ online_no_apply                               │       20 │        0 │       20 │  100.00% ✓ ║
║  356 │ online_previously_registered                  │       20 │        0 │       20 │  100.00% ✓ ║
║  357 │ otp_delivery_time                             │       20 │        0 │       20 │  100.00% ✓ ║
║  358 │ otp_length                                    │       20 │        0 │       20 │  100.00% ✓ ║
║  359 │ otp_not_received                              │       20 │        0 │       20 │  100.00% ✓ ║
║  360 │ otp_send_button                               │       20 │        0 │       20 │  100.00% ✓ ║
║  361 │ parents_name_correction_new                   │       20 │        0 │       20 │  100.00% ✓ ║
║  362 │ passport_info_required                        │       20 │        0 │       20 │  100.00% ✓ ║
║  363 │ passport_number_correct_or_add_document_new   │       20 │        0 │       20 │  100.00% ✓ ║
║  364 │ passport_number_optional                      │       20 │        0 │       20 │  100.00% ✓ ║
║  365 │ password_change_frequency                     │       20 │        0 │       20 │  100.00% ✓ ║
║  366 │ password_change_process                       │       20 │        0 │       20 │  100.00% ✓ ║
║  367 │ password_min_length                           │       20 │        0 │       20 │  100.00% ✓ ║
║  368 │ password_reset_required_info                  │       20 │        0 │       20 │  100.00% ✓ ║
║  369 │ password_reset_time                           │       20 │        0 │       20 │  100.00% ✓ ║
║  370 │ password_submit_success_page                  │       20 │        0 │       20 │  100.00% ✓ ║
║  371 │ permanent_address_change_fees                 │       20 │        0 │       20 │  100.00% ✓ ║
║  372 │ permanent_address_new                         │       20 │        0 │       20 │  100.00% ✓ ║
║  373 │ permanent_address_update_procedure            │       20 │        0 │       20 │  100.00% ✓ ║
║  374 │ persent_address_correction_procedure          │       20 │        0 │       20 │  100.00% ✓ ║
║  375 │ policy_menu_contents                          │       20 │        0 │       20 │  100.00% ✓ ║
║  376 │ post_ballot_vote_confirmation                 │       20 │        0 │       20 │  100.00% ✓ ║
║  377 │ post_qr_liveness_requirement                  │       20 │        0 │       20 │  100.00% ✓ ║
║  378 │ pre_voting_video_mandatory                    │       20 │        0 │       20 │  100.00% ✓ ║
║  379 │ present_address_change_process_duration       │       20 │        0 │       20 │  100.00% ✓ ║
║  380 │ previous_information_in_downloaded_card_aft.. │       20 │        0 │       20 │  100.00% ✓ ║
║  381 │ profile_menu_contents                         │       20 │        0 │       20 │  100.00% ✓ ║
║  382 │ public_wifi_login_risk                        │       20 │        0 │       20 │  100.00% ✓ ║
║  383 │ qr_code_clarification                         │       20 │        0 │       20 │  100.00% ✓ ║
║  384 │ qr_scan_instructions                          │       20 │        0 │       20 │  100.00% ✓ ║
║  385 │ registration_start_button                     │       20 │        0 │       20 │  100.00% ✓ ║
║  386 │ registration_steps_count                      │       20 │        0 │       20 │  100.00% ✓ ║
║  387 │ reigister_as_new_voter_but_birth_registrati.. │       20 │        0 │       20 │  100.00% ✓ ║
║  388 │ reissue_apply_why_pending_and_urgent_reissu.. │       20 │        0 │       20 │  100.00% ✓ ║
║  389 │ reissue_supporting_document                   │       20 │        0 │       20 │  100.00% ✓ ║
║  390 │ relogin_credentials_required                  │       20 │        0 │       20 │  100.00% ✓ ║
║  391 │ rocket_mfs_payment_process                    │       20 │        0 │       20 │  100.00% ✓ ║
║  392 │ security_best_practices                       │       20 │        0 │       20 │  100.00% ✓ ║
║  393 │ selfie_required_reason                        │       20 │        0 │       20 │  100.00% ✓ ║
║  394 │ sem_app_info_01                               │       20 │        0 │       20 │  100.00% ✓ ║
║  395 │ sem_app_info_02                               │       20 │        0 │       20 │  100.00% ✓ ║
║  396 │ sem_app_info_03                               │       20 │        0 │       20 │  100.00% ✓ ║
║  397 │ sem_app_info_04                               │       20 │        0 │       20 │  100.00% ✓ ║
║  398 │ sem_app_info_05                               │       20 │        0 │       20 │  100.00% ✓ ║
║  399 │ sem_app_info_07                               │       20 │        0 │       20 │  100.00% ✓ ║
║  400 │ sem_app_info_10                               │       20 │        0 │       20 │  100.00% ✓ ║
║  401 │ sem_app_info_11                               │       20 │        0 │       20 │  100.00% ✓ ║
║  402 │ sem_app_info_13                               │       20 │        0 │       20 │  100.00% ✓ ║
║  403 │ sem_app_info_14                               │       20 │        0 │       20 │  100.00% ✓ ║
║  404 │ show_password                                 │       20 │        0 │       20 │  100.00% ✓ ║
║  405 │ signature_correction                          │       20 │        0 │       20 │  100.00% ✓ ║
║  406 │ smart_card_collect_by_other                   │       20 │        0 │       20 │  100.00% ✓ ║
║  407 │ smart_card_from_where                         │       20 │        0 │       20 │  100.00% ✓ ║
║  408 │ smart_card_print_problem                      │       20 │        0 │       20 │  100.00% ✓ ║
║  409 │ smart_card_ready_sms                          │       20 │        0 │       20 │  100.00% ✓ ║
║  410 │ smart_card_selected_but_get_pdf               │       20 │        0 │       20 │  100.00% ✓ ║
║  411 │ sms_after_picture_how_many_days               │       20 │        0 │       20 │  100.00% ✓ ║
║  412 │ spouse_name_correction_new                    │       20 │        0 │       20 │  100.00% ✓ ║
║  413 │ ssc_certificate_for_correction                │       20 │        0 │       20 │  100.00% ✓ ║
║  414 │ strong_password_importance                    │       20 │        0 │       20 │  100.00% ✓ ║
║  415 │ tin_number_correct_or_add_document            │       20 │        0 │       20 │  100.00% ✓ ║
║  416 │ together_present_and_permanent_address_change │       20 │        0 │       20 │  100.00% ✓ ║
║  417 │ underaged_card_holder_to_voter                │       20 │        0 │       20 │  100.00% ✓ ║
║  418 │ unexpected_online_problem                     │       20 │        0 │       20 │  100.00% ✓ ║
║  419 │ verification_in_progress_app_close            │       20 │        0 │       20 │  100.00% ✓ ║
║  420 │ verification_in_progress_wait                 │       20 │        0 │       20 │  100.00% ✓ ║
║  421 │ verification_time                             │       20 │        0 │       20 │  100.00% ✓ ║
║  422 │ video_end_next_step                           │       20 │        0 │       20 │  100.00% ✓ ║
║  423 │ video_tutorial_why                            │       20 │        0 │       20 │  100.00% ✓ ║
║  424 │ voter_area_change                             │       20 │        0 │       20 │  100.00% ✓ ║
║  425 │ voter_area_change_ongoing                     │       20 │        0 │       20 │  100.00% ✓ ║
║  426 │ voter_area_change_online                      │       20 │        0 │       20 │  100.00% ✓ ║
║  427 │ voter_area_query                              │       20 │        0 │       20 │  100.00% ✓ ║
║  428 │ voter_halnagad_registration_not_done          │       20 │        0 │       20 │  100.00% ✓ ║
║  429 │ voter_slip_lost_how_to_get_new_card           │       20 │        0 │       20 │  100.00% ✓ ║
║  430 │ vpn_not_allowed                               │       20 │        0 │       20 │  100.00% ✓ ║
║  431 │ way_to_cancel_correction_application          │       20 │        0 │       20 │  100.00% ✓ ║
║  432 │ weak_password_risk                            │       20 │        0 │       20 │  100.00% ✓ ║
║  433 │ wrong_address_consequence                     │       20 │        0 │       20 │  100.00% ✓ ║
║  434 │ wrong_info_penalty                            │       20 │        0 │       20 │  100.00% ✓ ║
║  435 │ wrong_mobile_number_consequence               │       20 │        0 │       20 │  100.00% ✓ ║
║  436 │ wrong_password_in_registration                │       20 │        0 │       20 │  100.00% ✓ ║
╚════════════════════════════════════════════════════════════════════════════════════════════════╝

Legend: ✓ = ≥90% | ~ = 70-89% | ✗ = <70%
