
╔════════════════════════════════════════════════════════════════════════════════════════════════╗
║                                    📊 TAG PREDICTION ANALYSIS                                   ║
╠════════════════════════════════════════════════════════════════════════════════════════════════╣
║  Generated: 2026-01-27 14:35:05                                                                ║
║  Sorted by: Accuracy (lowest to highest)                                                       ║
║  Total predictions: 8720 | Right: 7789 | Wrong: 931 | Overall Accuracy: 89.32%                 ║
╠════════════════════════════════════════════════════════════════════════════════════════════════╣
║  #   │                   Tag Name                    │  Right   │  Wrong   │  Total   │ Accuracy  ║
║  311 │ nid_data_supply_fee_01                        │       20 │        0 │       20 │  100.00% ✓ ║
║  312 │ nid_dual_citizenship_01                       │       20 │        0 │       20 │  100.00% ✓ ║
║  313 │ nid_dual_citizenship_02                       │       20 │        0 │       20 │  100.00% ✓ ║
║  314 │ nid_dual_citizenship_03                       │       20 │        0 │       20 │  100.00% ✓ ║
║  315 │ nid_fee_01                                    │       20 │        0 │       20 │  100.00% ✓ ║
║  316 │ nid_fee_02                                    │       20 │        0 │       20 │  100.00% ✓ ║
║  317 │ nid_fee_03                                    │       20 │        0 │       20 │  100.00% ✓ ║
║  318 │ nid_fee_05                                    │       20 │        0 │       20 │  100.00% ✓ ║
║  319 │ nid_fee_07                                    │       20 │        0 │       20 │  100.00% ✓ ║
║  320 │ nid_fee_08                                    │       20 │        0 │       20 │  100.00% ✓ ║
║  321 │ nid_fee_payment_channels_01                   │       20 │        0 │       20 │  100.00% ✓ ║
║  322 │ nid_misc_01                                   │       20 │        0 │       20 │  100.00% ✓ ║
║  323 │ nid_misc_02                                   │       20 │        0 │       20 │  100.00% ✓ ║
║  324 │ nid_misc_03                                   │       20 │        0 │       20 │  100.00% ✓ ║
║  325 │ nid_misc_05                                   │       20 │        0 │       20 │  100.00% ✓ ║
║  326 │ nid_misc_06                                   │       20 │        0 │       20 │  100.00% ✓ ║
║  327 │ nid_new_registration_01                       │       20 │        0 │       20 │  100.00% ✓ ║
║  328 │ nid_new_registration_02                       │       20 │        0 │       20 │  100.00% ✓ ║
║  329 │ nid_new_registration_03                       │       20 │        0 │       20 │  100.00% ✓ ║
║  330 │ nid_new_registration_05                       │       20 │        0 │       20 │  100.00% ✓ ║
║  331 │ nid_new_registration_06                       │       20 │        0 │       20 │  100.00% ✓ ║
║  332 │ nid_new_registration_07                       │       20 │        0 │       20 │  100.00% ✓ ║
║  333 │ nid_probashi_application_rejected_01          │       20 │        0 │       20 │  100.00% ✓ ║
║  334 │ nid_probashi_application_rejected_02          │       20 │        0 │       20 │  100.00% ✓ ║
║  335 │ nid_probashi_approval_pending_01              │       20 │        0 │       20 │  100.00% ✓ ║
║  336 │ nid_probashi_biometric_status_02              │       20 │        0 │       20 │  100.00% ✓ ║
║  337 │ nid_probashi_biometric_status_03              │       20 │        0 │       20 │  100.00% ✓ ║
║  338 │ nid_probashi_biometric_status_04              │       20 │        0 │       20 │  100.00% ✓ ║
║  339 │ nid_probashi_biometric_status_05              │       20 │        0 │       20 │  100.00% ✓ ║
║  340 │ nid_probashi_correction_abroad_01             │       20 │        0 │       20 │  100.00% ✓ ║
║  341 │ nid_probashi_registration_01                  │       20 │        0 │       20 │  100.00% ✓ ║
║  342 │ nid_probashi_registration_05                  │       20 │        0 │       20 │  100.00% ✓ ║
║  343 │ nid_probashi_registration_06                  │       20 │        0 │       20 │  100.00% ✓ ║
║  344 │ nid_probashi_registration_07                  │       20 │        0 │       20 │  100.00% ✓ ║
║  345 │ nid_probashi_smart_card_02                    │       20 │        0 │       20 │  100.00% ✓ ║
║  346 │ nid_probashi_smart_card_05                    │       20 │        0 │       20 │  100.00% ✓ ║
║  347 │ nid_probashi_smart_card_07                    │       20 │        0 │       20 │  100.00% ✓ ║
║  348 │ nid_probashi_smart_card_10                    │       20 │        0 │       20 │  100.00% ✓ ║
║  349 │ nid_reissue_04                                │       20 │        0 │       20 │  100.00% ✓ ║
║  350 │ nid_reissue_06                                │       20 │        0 │       20 │  100.00% ✓ ║
║  351 │ nid_reissue_08                                │       20 │        0 │       20 │  100.00% ✓ ║
║  352 │ nid_reissue_approvers_01                      │       20 │        0 │       20 │  100.00% ✓ ║
║  353 │ nid_religion_change_documents_01              │       20 │        0 │       20 │  100.00% ✓ ║
║  354 │ nid_required_for_postal_vote                  │       20 │        0 │       20 │  100.00% ✓ ║
║  355 │ nid_reregistration_fee_01                     │       20 │        0 │       20 │  100.00% ✓ ║
║  356 │ nid_smart_card_print_status_01                │       20 │        0 │       20 │  100.00% ✓ ║
║  357 │ nid_verification_definition                   │       20 │        0 │       20 │  100.00% ✓ ║
║  358 │ nid_vote_center_change_01                     │       20 │        0 │       20 │  100.00% ✓ ║
║  359 │ nid_voter_area_transfer_02                    │       20 │        0 │       20 │  100.00% ✓ ║
║  360 │ nid_voter_area_transfer_03                    │       20 │        0 │       20 │  100.00% ✓ ║
║  361 │ nid_voter_area_transfer_04                    │       20 │        0 │       20 │  100.00% ✓ ║
║  362 │ nid_voter_area_transfer_05                    │       20 │        0 │       20 │  100.00% ✓ ║
║  363 │ nid_voter_area_transfer_06                    │       20 │        0 │       20 │  100.00% ✓ ║
║  364 │ nid_voter_area_transfer_07                    │       20 │        0 │       20 │  100.00% ✓ ║
║  365 │ no_download_option_after_correction           │       20 │        0 │       20 │  100.00% ✓ ║
║  366 │ no_otp_in_registration                        │       20 │        0 │       20 │  100.00% ✓ ║
║  367 │ no_upzila_in_permananet_address               │       20 │        0 │       20 │  100.00% ✓ ║
║  368 │ notification_menu_contents                    │       20 │        0 │       20 │  100.00% ✓ ║
║  369 │ old_birth_certificate                         │       20 │        0 │       20 │  100.00% ✓ ║
║  370 │ one_device_one_voter                          │       20 │        0 │       20 │  100.00% ✓ ║
║  371 │ one_mobile_number_how_many_time_registration  │       20 │        0 │       20 │  100.00% ✓ ║
║  372 │ one_zero_five_upzila_office_contact           │       20 │        0 │       20 │  100.00% ✓ ║
║  373 │ otp_not_received                              │       20 │        0 │       20 │  100.00% ✓ ║
║  374 │ otp_send_button                               │       20 │        0 │       20 │  100.00% ✓ ║
║  375 │ parent_spouse_name_correct_or_add_document_.. │       20 │        0 │       20 │  100.00% ✓ ║
║  376 │ passport_info_required                        │       20 │        0 │       20 │  100.00% ✓ ║
║  377 │ passport_number_correct_or_add_document_new   │       20 │        0 │       20 │  100.00% ✓ ║
║  378 │ password_change_frequency                     │       20 │        0 │       20 │  100.00% ✓ ║
║  379 │ password_change_process                       │       20 │        0 │       20 │  100.00% ✓ ║
║  380 │ password_min_length                           │       20 │        0 │       20 │  100.00% ✓ ║
║  381 │ password_reset_required_info                  │       20 │        0 │       20 │  100.00% ✓ ║
║  382 │ password_reset_time                           │       20 │        0 │       20 │  100.00% ✓ ║
║  383 │ permanent_address_change_fees                 │       20 │        0 │       20 │  100.00% ✓ ║
║  384 │ permanent_address_new                         │       20 │        0 │       20 │  100.00% ✓ ║
║  385 │ permanent_address_update_procedure            │       20 │        0 │       20 │  100.00% ✓ ║
║  386 │ persent_address_correction_procedure          │       20 │        0 │       20 │  100.00% ✓ ║
║  387 │ policy_menu_contents                          │       20 │        0 │       20 │  100.00% ✓ ║
║  388 │ post_qr_liveness_requirement                  │       20 │        0 │       20 │  100.00% ✓ ║
║  389 │ pre_voting_video_mandatory                    │       20 │        0 │       20 │  100.00% ✓ ║
║  390 │ present_address_change_process_duration       │       20 │        0 │       20 │  100.00% ✓ ║
║  391 │ privacy_policy_menu_location                  │       20 │        0 │       20 │  100.00% ✓ ║
║  392 │ process_requirements                          │       20 │        0 │       20 │  100.00% ✓ ║
║  393 │ profile_menu_contents                         │       20 │        0 │       20 │  100.00% ✓ ║
║  394 │ public_wifi_login_risk                        │       20 │        0 │       20 │  100.00% ✓ ║
║  395 │ qr_code_clarification                         │       20 │        0 │       20 │  100.00% ✓ ║
║  396 │ qr_scan_button_activation                     │       20 │        0 │       20 │  100.00% ✓ ║
║  397 │ qr_scan_instructions                          │       20 │        0 │       20 │  100.00% ✓ ║
║  398 │ registration_steps_count                      │       20 │        0 │       20 │  100.00% ✓ ║
║  399 │ reissue_apply_why_pending_and_urgent_reissu.. │       20 │        0 │       20 │  100.00% ✓ ║
║  400 │ reissue_supporting_document                   │       20 │        0 │       20 │  100.00% ✓ ║
║  401 │ relogin_credentials_required                  │       20 │        0 │       20 │  100.00% ✓ ║
║  402 │ security_best_practices                       │       20 │        0 │       20 │  100.00% ✓ ║
║  403 │ selfie_capture_guidelines                     │       20 │        0 │       20 │  100.00% ✓ ║
║  404 │ selfie_required_reason                        │       20 │        0 │       20 │  100.00% ✓ ║
║  405 │ sem_app_info_01                               │       20 │        0 │       20 │  100.00% ✓ ║
║  406 │ sem_app_info_02                               │       20 │        0 │       20 │  100.00% ✓ ║
║  407 │ sem_app_info_03                               │       20 │        0 │       20 │  100.00% ✓ ║
║  408 │ sem_app_info_04                               │       20 │        0 │       20 │  100.00% ✓ ║
║  409 │ sem_app_info_05                               │       20 │        0 │       20 │  100.00% ✓ ║
║  410 │ sem_app_info_07                               │       20 │        0 │       20 │  100.00% ✓ ║
║  411 │ sem_app_info_09                               │       20 │        0 │       20 │  100.00% ✓ ║
║  412 │ sem_app_info_10                               │       20 │        0 │       20 │  100.00% ✓ ║
║  413 │ sem_app_info_11                               │       20 │        0 │       20 │  100.00% ✓ ║
║  414 │ sem_app_info_12                               │       20 │        0 │       20 │  100.00% ✓ ║
║  415 │ sem_app_info_13                               │       20 │        0 │       20 │  100.00% ✓ ║
║  416 │ sem_app_info_14                               │       20 │        0 │       20 │  100.00% ✓ ║
║  417 │ smart_card_from_where                         │       20 │        0 │       20 │  100.00% ✓ ║
║  418 │ smart_card_print_problem                      │       20 │        0 │       20 │  100.00% ✓ ║
║  419 │ smart_card_selected_but_get_pdf               │       20 │        0 │       20 │  100.00% ✓ ║
║  420 │ sms_after_picture_how_many_days               │       20 │        0 │       20 │  100.00% ✓ ║
║  421 │ ssc_certificate_for_correction                │       20 │        0 │       20 │  100.00% ✓ ║
║  422 │ strong_password_importance                    │       20 │        0 │       20 │  100.00% ✓ ║
║  423 │ tin_number_correct_or_add_document            │       20 │        0 │       20 │  100.00% ✓ ║
║  424 │ together_present_and_permanent_address_change │       20 │        0 │       20 │  100.00% ✓ ║
║  425 │ unexpected_online_problem                     │       20 │        0 │       20 │  100.00% ✓ ║
║  426 │ video_end_next_step                           │       20 │        0 │       20 │  100.00% ✓ ║
║  427 │ voter_area_change_not_reflected               │       20 │        0 │       20 │  100.00% ✓ ║
║  428 │ voter_area_change_online                      │       20 │        0 │       20 │  100.00% ✓ ║
║  429 │ voter_area_query                              │       20 │        0 │       20 │  100.00% ✓ ║
║  430 │ voter_halnagad_registration_not_done          │       20 │        0 │       20 │  100.00% ✓ ║
║  431 │ voter_slip_lost_how_to_get_new_card           │       20 │        0 │       20 │  100.00% ✓ ║
║  432 │ vpn_not_allowed                               │       20 │        0 │       20 │  100.00% ✓ ║
║  433 │ way_to_cancel_correction_application          │       20 │        0 │       20 │  100.00% ✓ ║
║  434 │ wrong_address_consequence                     │       20 │        0 │       20 │  100.00% ✓ ║
║  435 │ wrong_info_penalty                            │       20 │        0 │       20 │  100.00% ✓ ║
║  436 │ wrong_mobile_number_consequence               │       20 │        0 │       20 │  100.00% ✓ ║
╚════════════════════════════════════════════════════════════════════════════════════════════════╝

Legend: ✓ = ≥90% | ~ = 70-89% | ✗ = <70%
